table_name,ordinal_position,column_name,data_type,is_nullable
users,6,remember_token,character varying,YES
users,7,created_at,timestamp without time zone,YES
users,8,updated_at,timestamp without time zone,YES
users,9,role,character varying,NO
users,10,is_admin,boolean,NO
users,11,pro_bowler_license_no,character varying,YES
users,12,pro_bowler_id,bigint,YES
users,13,license_no,character varying,YES
venues,1,id,bigint,NO
venues,2,name,character varying,NO
venues,3,address,character varying,YES
venues,4,postal_code,character varying,YES
venues,5,city,character varying,YES
venues,6,prefecture,character varying,YES
venues,7,created_at,timestamp without time zone,YES
venues,8,updated_at,timestamp without time zone,YES
venues,9,tel,character varying,YES
venues,10,fax,character varying,YES
venues,11,website_url,character varying,YES
venues,12,note,text,YES
venues,13,canonical_key,character varying,YES
venues,14,aliases,json,YES
venues,15,is_active,boolean,NO
venues,16,source_url,character varying,YES
venues,17,source_checked_at,date,YES
venues,18,first_hosted_year,smallint,YES
venues,19,last_hosted_year,smallint,YES
